county,county_name,num_below_p50,pop2018,ec_county,ec_se_county,child_ec_county,child_ec_se_county,ec_grp_mem_county,ec_high_county,ec_high_se_county,child_high_ec_county,child_high_ec_se_county,ec_grp_mem_high_county,exposure_grp_mem_county,exposure_grp_mem_high_county,child_exposure_county,child_high_exposure_county,bias_grp_mem_county,bias_grp_mem_high_county,child_bias_county,child_high_bias_county,clustering_county,support_ratio_county,volunteering_rate_county,civic_organizations_county,income
1021.0,"Chilton, Alabama",5808.7944,43930.0,0.63505,0.0099200001,0.69858998,0.02589,0.65768999,1.04907,0.01302,0.81274998,0.025660001,1.0517,0.68048,0.81432998,0.68160999,0.69678003,0.033500001,-0.29148,-0.024909999,-0.16644999,0.11835,0.99571002,0.043400001,0.01515,29748.0
1023.0,"Choctaw, Alabama",2543.9063,13075.0,0.67873001,0.01431,0.54825997,0.038940001,0.72215003,1.04441,0.01901,0.6426,0.041480001,1.06279,0.72106999,0.88454998,0.54807001,0.64402002,-0.0015,-0.2015,-0.00034999999,0.0022,0.16136999,0.99840999,0.029410001,0.01217,30694.0
1025.0,"Clarke, Alabama",4760.8682,24387.0,0.56535,0.0098700002,0.68379003,0.0274,0.57511997,0.97135001,0.01468,0.86173999,0.02884,0.97194999,0.62497002,0.76824999,0.70068002,0.75871003,0.07976,-0.26514,0.0241,-0.1358,0.16028,0.99831003,0.029850001,0.01082,29353.0
1027.0,"Clay, Alabama",2021.0896,13378.0,0.57560998,0.01343,0.86899,0.04518,0.59298998,0.99426001,0.0198,0.98464,0.04583,0.97855997,0.58502001,0.72069001,0.83534998,0.84097999,-0.01364,-0.35780999,-0.040259998,-0.17083,0.13297001,0.99790001,0.037909999,0.01335,31742.0
1029.0,"Cleburne, Alabama",2070.2905,14938.0,0.69016999,0.01283,0.69476002,0.036479998,0.74342,1.03829,0.016249999,0.77013999,0.036970001,1.0497299,0.72794002,0.83068001,0.69935,0.70665002,-0.021260001,-0.26370001,0.0065700002,-0.089840002,0.11669,0.99343997,0.05923,0.0188,32354.0
1031.0,"Coffee, Alabama",5436.501,51288.0,0.68441999,0.00887,0.99527001,0.024119999,0.72759002,1.19384,0.01017,1.15574,0.024329999,1.20016,0.80939001,0.98044002,1.0168101,1.0598,0.10106,-0.22409999,0.02118,-0.090520002,0.097510003,0.98683,0.053630002,0.01115,29606.0
1033.0,"Colbert, Alabama",6718.7813,54495.0,0.64434999,0.0081500001,0.77718002,0.02385,0.68273997,1.12896,0.01046,0.89332002,0.02396,1.14143,0.74980998,0.91058999,0.73895001,0.82722002,0.08946,-0.25351,-0.051729999,-0.079899997,0.11592,0.99436003,0.054359999,0.01223,28190.0
1035.0,"Conecuh, Alabama",2657.8438,12514.0,0.44521999,0.01175,,,0.39958,0.8204,0.02696,,,0.75821,0.41286001,0.63317001,,,0.032170001,-0.19749001,,,0.15876,0.99812001,0.021400001,0.01334,27638.0
1037.0,"Coosa, Alabama",2046.324,10855.0,0.48805001,0.01392,,,0.51786,0.90675998,0.02465,,,0.94652998,0.58919001,0.75475001,,,0.12106,-0.25409999,,,0.13034999,0.98088002,0.030440001,0.0142,26037.0
1039.0,"Covington, Alabama",5881.6187,37351.0,0.60332,0.0098400004,0.70292002,0.02806,0.64938998,1.03188,0.01374,0.80571002,0.028419999,1.05264,0.70185,0.82009,0.68581003,0.70427001,0.074749999,-0.28356999,-0.02495,-0.14404,0.12664001,0.99905998,0.032450002,0.01542,31609.0
1041.0,"Crenshaw, Alabama",2278.0264,13865.0,0.60762,0.01296,0.73427999,0.04047,0.67216998,1.04796,0.01743,0.78331,0.040970001,1.07233,0.67451,0.81461,0.69524997,0.71473002,0.00348,-0.31636,-0.056129999,-0.095940001,0.13204999,0.99773002,0.0372,0.01466,32033.0
1043.0,"Cullman, Alabama",10640.973,82313.0,0.65998,0.0080300001,0.77515,0.02139,0.70454001,1.08136,0.01013,0.89679003,0.02169,1.07433,0.69111001,0.84511,0.75155002,0.82721001,-0.019440001,-0.27123001,-0.031399999,-0.084100001,0.10496,0.99382001,0.03751,0.0122,31504.0
1045.0,"Dale, Alabama",7338.9341,49255.0,0.63924998,0.0082200002,0.75909001,0.027629999,0.62785,1.16705,0.01108,0.85140997,0.02888,1.18716,0.68618,0.97878999,0.77166998,0.78077,0.08501,-0.21289,0.016310001,-0.09048,0.099959999,0.98250002,0.05418,0.01732,28984.0
1047.0,"Dallas, Alabama",9503.5635,40029.0,0.45451,0.0085800001,0.56362998,0.022399999,0.42596999,0.90153003,0.01523,0.82811999,0.022919999,0.88020003,0.48030999,0.67650998,0.54014999,0.79268003,0.11314,-0.30107999,-0.043469999,-0.044709999,0.16320001,0.99936998,0.06154,0.01578,24298.0
1049.0,"DeKalb, Alabama",9904.3438,71200.0,0.59283,0.0087299999,0.59898001,0.02165,0.62847,0.97513002,0.01182,0.71402001,0.02217,0.99632001,0.64083999,0.7554,0.59491003,0.62637001,0.019309999,-0.31893,-0.0068399999,-0.13993999,0.11258,0.99579,0.03723,0.01482,30642.0
1051.0,"Elmore, Alabama",8440.6953,81212.0,0.69626999,0.0076299999,0.92319,0.018650001,0.72624999,1.16711,0.0092399996,1.03733,0.01908,1.18349,0.78555,0.9558,0.94256002,0.95517999,0.075489998,-0.23822001,0.020540001,-0.086000003,0.10608,0.98908001,0.048909999,0.01296,28688.0
1053.0,"Escambia, Alabama",6075.6069,37328.0,0.46434,0.0083600003,0.59649998,0.023700001,0.40428001,0.88358003,0.01485,0.74904001,0.02423,0.79961997,0.44694999,0.61694998,0.58493,0.68902999,0.095480002,-0.29607999,-0.019780001,-0.087090001,0.14405,1.0,0.029829999,0.01554,27619.0
1055.0,"Etowah, Alabama",14630.309,102939.0,0.59388,0.0072599999,0.70437002,0.01816,0.63183999,1.0541,0.01004,0.90675002,0.01856,1.06953,0.65232003,0.8283,0.70502001,0.80018002,0.031399999,-0.29122999,0.00092000002,-0.13319001,0.11482,0.99601001,0.10062,0.01497,27310.0
1057.0,"Fayette, Alabama",2779.4429,16585.0,0.68558002,0.01337,0.61176997,0.039450001,0.69151998,1.11631,0.0165,0.68877,0.039870001,1.08023,0.72557998,0.83912998,0.61394,0.64249998,0.046950001,-0.28733,0.0035399999,-0.072010003,0.13292,0.99755001,0.04036,0.01137,31167.0
1059.0,"Franklin, Alabama",4393.2769,31542.0,0.57484001,0.01063,0.57801002,0.02751,0.6085,0.97758001,0.0139,0.70818001,0.02733,1.00313,0.66158998,0.77596003,0.56772,0.60070002,0.080250002,-0.29277,-0.01812,-0.17893,0.12577,0.99583,0.03076,0.01146,31629.0
1061.0,"Geneva, Alabama",4106.1558,26491.0,0.58556002,0.01094,0.63264,0.031720001,0.63748997,1.0051301,0.01434,0.72978997,0.03167,1.02996,0.67422998,0.80678999,0.60069001,0.62334001,0.054480001,-0.27660999,-0.053199999,-0.17078,0.11434,0.99361002,0.040070001,0.01518,30029.0
1063.0,"Greene, Alabama",2471.8074,8426.0,0.458,0.013,,,0.36248001,0.89257997,0.045850001,,,0.80887997,0.39822999,0.68910998,,,0.089769997,-0.17380001,,,0.17622,0.99800003,0.023879999,0.01494,23480.0
1065.0,"Hale, Alabama",3927.209,14887.0,0.58731002,0.0114,0.56084001,0.038589999,0.53766,1.15468,0.01974,0.67478001,0.039700001,1.10958,0.56589001,0.88192999,0.56467003,0.65513998,0.049880002,-0.25813001,0.00679,-0.02998,0.1498,0.99646002,0.03379,0.01227,26370.0
1067.0,"Henry, Alabama",2383.251,17124.0,0.60405999,0.01168,0.69160002,0.031739999,0.66053998,1.05902,0.016349999,0.87884003,0.032159999,1.08892,0.66696,0.84627998,0.70157999,0.80066001,0.0096300002,-0.28670999,0.01422,-0.09764,0.11537,0.99054003,0.031909999,0.019339999,26635.0
1069.0,"Houston, Alabama",12653.077,104352.0,0.57523,0.0068899998,0.81533003,0.02025,0.56998998,1.12764,0.0097399997,1.0555201,0.0208,1.13648,0.65814,0.88437998,0.84328002,0.96414,0.13393,-0.28507,0.033149999,-0.094779998,0.10276,0.99401999,0.036819998,0.01367,26583.0
1071.0,"Jackson, Alabama",7168.6494,52094.0,0.57870001,0.0087400004,0.64797002,0.024700001,0.55539,0.96991003,0.01318,0.74989003,0.024660001,0.92241001,0.57611001,0.72667003,0.65078002,0.68028003,0.03596,-0.26934999,0.0043100002,-0.10233,0.1224,0.99743998,0.039099999,0.01501,30386.0
1073.0,"Jefferson, Alabama",84837.828,659892.0,0.59913999,0.0050499998,0.74403,0.01264,0.64289999,1.35558,0.0057100002,1.22938,0.01244,1.44805,0.69424999,1.21592,0.72592002,1.1555099,0.073959999,-0.19091,-0.024940001,-0.063929997,0.095320001,0.99241,0.061239999,0.01602,25128.0
1075.0,"Lamar, Alabama",2227.2256,13933.0,0.71999002,0.01383,0.46472001,0.04188,0.74631,1.11169,0.01699,0.58907002,0.042950001,1.0832,0.74057001,0.83601999,0.51898003,0.57498002,-0.0077499999,-0.29565999,0.10456,-0.024490001,0.14041001,1.0,0.033149999,0.01517,34164.0
1077.0,"Lauderdale, Alabama",9804.3232,92585.0,0.69683999,0.0077499999,0.80091,0.02107,0.69599998,1.1968499,0.0091399997,0.94602001,0.021290001,1.18973,0.76503998,0.95378,0.81068999,0.86764002,0.090240002,-0.24738,0.01207,-0.090329997,0.11744,0.99726999,0.05923,0.019130001,30626.0
1079.0,"Lawrence, Alabama",4575.0757,33171.0,0.63709003,0.01059,0.77948999,0.028379999,0.75871003,1.01165,0.01249,0.88805002,0.027869999,1.07977,0.79585999,0.87589002,0.74287999,0.77322,0.046670001,-0.23277,-0.049279999,-0.1485,0.12177,0.99711001,0.075659998,0.01598,29705.0
1081.0,"Lee, Alabama",12082.91,159287.0,0.72622001,0.0065600001,0.89086002,0.015760001,0.72612,1.31224,0.0077499999,1.16531,0.01598,1.3306,0.78985,1.10365,0.92679,1.0746599,0.080679998,-0.20564,0.038770001,-0.084349997,0.11028,0.99093997,0.054719999,0.01548,27257.0
1083.0,"Limestone, Alabama",7555.7773,93052.0,0.70283997,0.0079399999,0.83678001,0.022290001,0.73391002,1.25098,0.0087099997,1.15088,0.02211,1.2896301,0.80592,1.05717,0.86271,1.07783,0.08935,-0.21988,0.030060001,-0.067780003,0.1044,0.98565,0.049339999,0.01228,27496.0
1085.0,"Lowndes, Alabama",3471.8325,10236.0,0.41341001,0.01174,0.45875999,0.039930001,0.42458001,0.94134003,0.027310001,0.80175,0.04183,0.97509003,0.46950001,0.82462001,0.45659,0.79483002,0.095679998,-0.18246999,-0.0047399998,-0.0087099997,0.15244,0.99537998,0.02665,0.02108,23628.0
1087.0,"Macon, Alabama",4974.1001,19054.0,0.45666999,0.00966,0.4395,0.02679,0.44345999,0.94809997,0.02132,0.50554001,0.02912,0.93957001,0.49360999,0.80049002,0.44119999,0.48548999,0.1016,-0.17374,0.00385,-0.04129,0.13407999,0.99694997,0.022539999,0.027079999,22137.0
1089.0,"Madison, Alabama",27732.402,357560.0,0.74789,0.0057299999,1.10624,0.01532,0.78231001,1.33155,0.0068199998,1.43791,0.01468,1.38922,0.82967001,1.15827,1.15587,1.35896,0.057089999,-0.19938999,0.042939998,-0.0581,0.098099999,0.98901999,0.067910001,0.01661,27160.0
1091.0,"Marengo, Alabama",3984.1697,19538.0,0.57516998,0.01052,0.68480998,0.03283,0.55037999,1.08999,0.016790001,0.85417998,0.03269,1.05843,0.60470003,0.81981999,0.67910999,0.73846,0.089830004,-0.29104999,-0.0083999997,-0.1567,0.15583999,0.99905002,0.049279999,0.01546,27897.0
1093.0,"Marion, Alabama",4273.8911,29965.0,0.64333999,0.01048,0.68886,0.031599998,0.60496002,1.0683399,0.01414,0.77854002,0.030920001,0.98128998,0.62489003,0.7414,0.66592997,0.70427001,0.0319,-0.32357001,-0.034419999,-0.10546,0.12976,0.99787003,0.02806,0.01225,30446.0
1095.0,"Marshall, Alabama",11631.736,95145.0,0.56095999,0.0081700003,0.85096997,0.02101,0.60974997,1.05256,0.01044,1.0288301,0.020230001,1.06515,0.64173001,0.81902999,0.84685999,0.90796,0.049830001,-0.30050001,-0.0048500001,-0.13313,0.10477,0.99274999,0.033980001,0.01194,29650.0
1097.0,"Mobile, Alabama",64760.055,414659.0,0.56962001,0.0052999998,0.77516001,0.01299,0.58118999,1.15688,0.0072499998,1.09382,0.01347,1.19744,0.66237003,0.97751999,0.78863001,1.00015,0.12256,-0.22497,0.01708,-0.093659997,0.096320003,0.99576998,0.045000002,0.01322,26694.0
1099.0,"Monroe, Alabama",3598.8337,21512.0,0.47554001,0.00997,0.60307002,0.02949,0.43481001,0.98108,0.01929,0.77047998,0.031199999,0.92220998,0.46961999,0.71924001,0.59100002,0.69839001,0.074139997,-0.28220001,-0.020409999,-0.10322,0.16456001,0.99856001,0.034680001,0.01195,27675.0
1101.0,"Montgomery, Alabama",34069.777,226941.0,0.49068999,0.0055399998,0.79247999,0.017309999,0.50988001,1.11755,0.0081500001,1.21919,0.01881,1.15905,0.61398,0.97174001,0.79901999,1.20654,0.16954,-0.19275001,0.0081799999,-0.01049,0.10102,0.99729002,0.029139999,0.018510001,23400.0
1103.0,"Morgan, Alabama",11912.76,119122.0,0.61510003,0.0072599999,0.90508002,0.019300001,0.62463999,1.13327,0.0096100001,1.11036,0.01904,1.12826,0.71618998,0.90414,0.94154,0.98667997,0.12783,-0.24789,0.038729999,-0.12534,0.10716,0.9939,0.045650002,0.01534,27790.0
1105.0,"Perry, Alabama",3056.6516,9486.0,,,,,,,,,,,,,,,,,,,0.19801068,0.99896497,0.031367633,0.019242616,24365.0
1107.0,"Pickens, Alabama",3990.6941,20298.0,0.62550998,0.01217,0.55018002,0.037330002,0.64789999,1.10858,0.01761,0.75408,0.039349999,1.11446,0.67219001,0.87348998,0.53868002,0.68842,0.03613,-0.27588001,-0.02135,-0.095370002,0.16098,0.99844998,0.042319998,0.0128,27814.0
1109.0,"Pike, Alabama",5022.376,33403.0,0.59630001,0.0093700001,0.65039998,0.032889999,0.62080002,1.14779,0.01285,0.88818002,0.033539999,1.17258,0.70222002,0.92477,0.66929001,0.76441997,0.11594,-0.26797,0.02822,-0.16191,0.12736,0.99858999,0.036729999,0.019819999,27410.0
1111.0,"Randolph, Alabama",3707.0947,22574.0,0.55489999,0.01099,0.69924003,0.032559998,0.52345997,0.94848001,0.01681,0.80232,0.032620002,0.88341999,0.53705001,0.69611001,0.69875002,0.71455997,0.025319999,-0.26907,-0.00069999998,-0.12282,0.13440999,0.99857998,0.030950001,0.01612,28139.0
1113.0,"Russell, Alabama",8943.9785,58213.0,0.56879997,0.0068899998,0.58965999,0.033199999,0.55699998,1.01088,0.01052,0.65129,0.034430001,1.03609,0.62932998,0.87514001,0.59917003,0.6056,0.11494,-0.18391,0.01588,-0.075429998,0.099420004,0.98253,0.047249999,0.0073899999,23802.0
1115.0,"St. Clair, Alabama",8161.9541,87306.0,0.78175998,0.0086399997,0.77757001,0.0217,0.84385997,1.18944,0.0092500001,0.87761003,0.021579999,1.24552,0.87893999,1.02263,0.76893002,0.81942999,0.03991,-0.21796,-0.01123,-0.071000002,0.10566,0.98808002,0.058680002,0.01571,30978.0
1117.0,"Shelby, Alabama",9200.7656,211261.0,0.82049,0.00764,1.08032,0.01788,0.84825999,1.37665,0.00679,1.41445,0.01715,1.45355,0.96401,1.23484,1.08505,1.34052,0.12007,-0.17712,0.0043600001,-0.055149999,0.098700002,0.97235,0.059209999,0.015699999,32495.0
1119.0,"Sumter, Alabama",3715.334,12985.0,0.54794002,0.0125,,,0.53865999,1.12229,0.02283,,,1.13442,0.59293002,0.89752001,,,0.091519997,-0.26394999,,,0.15988,0.99831003,0.042410001,0.021369999,25165.0
1121.0,"Talladega, Alabama",12668.362,80565.0,0.52474999,0.0071700001,0.67399001,0.020160001,0.49961999,0.97731,0.01138,0.80513,0.020260001,0.93851,0.54386002,0.73736,0.66206002,0.71188003,0.08134,-0.27279001,-0.01802,-0.13098,0.13107,0.99888998,0.034320001,0.01546,26409.0
1123.0,"Tallapoosa, Alabama",6257.7715,40636.0,0.51406997,0.0093799997,0.68627,0.024529999,0.48918,1.05039,0.01478,0.89100999,0.02428,1.02213,0.56779999,0.7676,0.71923,0.74935001,0.13846,-0.33159,0.04583,-0.18904001,0.14791,0.99917001,0.02613,0.024110001,27329.0
1125.0,"Tuscaloosa, Alabama",19993.424,206213.0,0.64775002,0.0063700001,0.82072002,0.017309999,0.69414002,1.23939,0.00764,1.0718499,0.017750001,1.3056,0.85312003,1.1058199,0.84588999,0.96253997,0.18635,-0.18065999,0.029759999,-0.11356,0.11285,0.99621999,0.0451,0.01334,26432.0
1127.0,"Walker, Alabama",9327.2041,64493.0,0.64082003,0.0091500003,0.62895,0.02588,0.66589999,1.06065,0.01103,0.79556,0.02626,1.05317,0.70762998,0.84136999,0.63792002,0.73404998,0.058979999,-0.25173,0.01407,-0.083800003,0.11568,0.99795002,0.045030002,0.01458,28444.0
1129.0,"Washington, Alabama",2959.3025,16643.0,0.70414001,0.01217,0.79619998,0.03562,0.76392001,1.05941,0.01523,0.83412999,0.03607,1.08989,0.75979,0.88409001,0.74944001,0.77577001,-0.0054299999,-0.23277999,-0.06239,-0.075220004,0.14909001,0.99853998,0.031819999,0.01032,33004.0
1131.0,"Wilcox, Alabama",3067.6301,10809.0,0.42162001,0.01182,0.34766001,0.029340001,0.38918999,0.96622002,0.02991,0.61421001,0.0306,0.94674999,0.41868001,0.73527998,0.35416999,0.58653998,0.070419997,-0.28760001,0.018370001,-0.047169998,0.19053,0.99989003,0.01901,0.01398,25685.0
1133.0,"Winston, Alabama",3878.0425,23875.0,0.59921002,0.01115,0.5668,0.030169999,0.57190001,0.94875997,0.01554,0.64826,0.03021,0.88840997,0.58594,0.67466003,0.55864,0.56384999,0.02396,-0.31681001,-0.01459,-0.1497,0.12928,0.99743998,0.03503,0.01305,29758.0
2013.0,"Aleutians East, Alaska",292.00562,,0.91415,0.029829999,,,1.01818,1.1502399,0.033519998,,,1.23361,0.96170002,1.1337301,,,-0.058729999,-0.088100001,,,0.17668,0.99333,0.039310001,0.0080500003,25596.0
2016.0,"Aleutians West, Alaska",478.30692,5750.0,0.83311999,0.02726,,,1.26753,1.14247,0.023560001,,,1.4496599,1.2224801,1.33129,,,-0.036850002,-0.088909999,,,0.13175,0.98166001,0.059119999,0.01085,25710.0
2020.0,"Anchorage, Alaska",25428.211,296112.0,1.02472,0.0078600002,1.34806,0.019610001,1.13263,1.38776,0.0085899998,1.47772,0.02004,1.44873,1.23124,1.37521,1.36689,1.43625,0.080090001,-0.053459998,0.01378,-0.02887,0.092150003,0.97893,0.1071,0.017619999,29977.0
2050.0,"Bethel, Alaska",5130.2993,18040.0,0.76327002,0.01449,1.02683,0.047260001,0.80365998,1.0370899,0.01812,1.1754,0.04721,1.1296099,0.92141002,1.0349801,0.98847002,1.1341799,0.12779,-0.09144,-0.03881,-0.036339998,0.22093999,1.0,0.11584,0.01144,15102.0
2060.0,"Bristol Bay, Alaska",154.53957,,,,,,,,,,,,,,,,,,,,0.13310137,0.99449265,0.042672243,0.12029663,20660.0
2068.0,"Denali, Alaska",52.301735,,1.16948,0.036600001,,,1.28562,1.44254,0.022949999,,,1.52341,1.19381,1.33593,,,-0.076909997,-0.14034,,,0.086390004,0.98901999,0.14221001,0.02723,21633.0
2070.0,"Dillingham, Alaska",1288.012,4975.0,0.90030998,0.023010001,0.81506997,0.062059999,0.83807999,1.18785,0.024529999,0.99896997,0.063089997,1.12896,0.90935999,1.06148,0.86277002,0.95406002,0.078380004,-0.063579999,0.05528,-0.04707,0.21399,1.0,0.16418999,0.02486,21183.0
2090.0,"Fairbanks North Star, Alaska",8737.792,99653.0,1.09859,0.0090300003,1.3839999,0.026079999,1.1559,1.33938,0.0092500001,1.45408,0.02668,1.39928,1.2191,1.29199,1.39723,1.41601,0.05184,-0.083039999,0.0094699999,-0.02689,0.09251,0.97803998,0.12425,0.017440001,30951.0
2100.0,"Haines, Alaska",321.32596,,1.1621799,0.027380001,,,1.03194,1.42883,0.026000001,,,1.32254,1.00705,1.14765,,,-0.02471,-0.15239,,,0.12548999,1.0,0.10074,0.068839997,35045.0
2105.0,"Hoonah-Angoon, Alaska",329.70334,2132.0,1.04737,0.037080001,,,1.12291,1.26194,0.033829998,,,1.27562,1.08933,1.14104,,,-0.03083,-0.11794,,,0.1559,0.99783999,0.13991,0.05531,14361.0
2110.0,"Juneau, Alaska",2120.7571,32330.0,1.1094,0.0143,1.30547,0.034370001,1.22833,1.44396,0.01211,1.46525,0.034249999,1.50903,1.31199,1.3598599,1.3595999,1.37551,0.063770004,-0.1097,0.039810002,-0.065250002,0.10861,0.99326998,0.11854,0.025119999,28015.0
2122.0,"Kenai Peninsula, Alaska",5873.6099,58220.0,1.03391,0.01034,1.2195899,0.02978,1.02535,1.35446,0.01133,1.32206,0.029890001,1.33727,1.09108,1.20827,1.2234401,1.25702,0.060249999,-0.10676,0.00315,-0.051739998,0.10711,0.99194002,0.16959,0.030470001,33143.0
2130.0,"Ketchikan Gateway, Alaska",1241.0181,13804.0,0.98493999,0.01619,1.23446,0.041370001,0.95467001,1.2909,0.016860001,1.33373,0.04214,1.26393,1.01255,1.09065,1.24534,1.27696,0.057160001,-0.15888,0.0087400004,-0.044459999,0.13572,0.99817002,0.11885,0.03097,30534.0
2150.0,"Kodiak Island, Alaska",1977.3203,13649.0,1.06233,0.01663,1.14385,0.040600002,1.0579,1.37884,0.014,1.29768,0.040679999,1.40566,1.1770101,1.2539901,1.18813,1.18984,0.10119,-0.12095,0.03726,-0.090640001,0.12197,0.99536002,0.15803,0.023770001,34284.0
2158.0,"Wade Hampton, Alaska",,,0.64175999,0.017750001,,,0.39941001,0.85314,0.035119999,,,0.63927001,0.40575001,0.60829997,,,0.015629999,-0.050919998,,,0.26097,1.0,0.09008,0.0082,12230.0
2164.0,"Lake and Peninsula, Alaska",507.0596,,,,,,,,,,,,,,,,,,,,0.15680957,0.99520481,0.086068638,0.028940175,21399.0
2170.0,"Matanuska-Susitna, Alaska",7639.5044,103464.0,1.09532,0.0093499999,1.2169501,0.025629999,1.13686,1.36194,0.0099499999,1.30998,0.026149999,1.39265,1.19753,1.26148,1.23281,1.27763,0.050659999,-0.10398,0.01287,-0.025319999,0.091619998,0.97605997,0.15514,0.020780001,30578.0
2180.0,"Nome, Alaska",2077.6875,9925.0,0.83958,0.020470001,0.74658,0.053830002,0.84052998,1.22787,0.02066,1.10858,0.052239999,1.27994,0.92347997,1.15934,0.74949002,1.07524,0.089819998,-0.10402,0.0038900001,-0.030999999,0.23547,0.9989,0.076159999,0.018270001,15412.0
2185.0,"North Slope, Alaska",920.54974,9797.0,1.08719,0.019269999,1.23939,0.052609999,1.15203,1.2475899,0.019160001,1.3427401,0.05311,1.32219,1.15058,1.21675,1.2252899,1.28699,-0.00126,-0.086659998,-0.01151,-0.04332,0.19751,0.99747002,0.2256,0.01016,19349.0
2188.0,"Northwest Arctic, Alaska",2078.9482,7734.0,0.83544999,0.021290001,0.95924997,0.056740001,0.80372,1.1256,0.022159999,1.10479,0.05686,1.16632,0.86018002,1.05399,0.91777998,1.03931,0.065640002,-0.10657,-0.04518,-0.063000001,0.22847,1.0,0.12913001,0.01402,14825.0
2195.0,"Petersburg, Alaska",575.21246,,1.04632,0.025040001,,,1.0158,1.33395,0.023949999,,,1.2857,1.00675,1.1249501,,,-0.0089800004,-0.1429,,,0.15200999,0.99869001,0.14663,0.039140001,36114.0
2198.0,"Prince of Wales-Hyder, Alaska",1116.6844,6474.0,0.86852002,0.02227,1.04765,0.079439998,0.82407999,1.13743,0.02571,0.99672002,0.082060002,1.0834,0.86471999,1.0077,0.97171003,0.97321999,0.046999998,-0.075120002,-0.078160003,-0.024150001,0.18854,1.0,0.11994,0.03107,20419.0
2220.0,"Sitka, Alaska",778.58118,8738.0,1.1381,0.01922,1.20061,0.048909999,1.14906,1.41057,0.01629,1.2749,0.049350001,1.40356,1.15992,1.24051,1.21336,1.22263,0.0093599996,-0.13144,0.01051,-0.042750001,0.11636,0.99596,0.13887,0.035069998,32458.0
